"{""data_time"":",eta_seconds:,iteration:,fast_rcnn/false_negative:,fast_rcnn/fg_cls_accuracy:,fast_rcnn/fg_cls_accuracy:,,loss_box_reg:,loss_cls:,loss_mask:,loss_rpn_cls:,loss_rpn_loc:,Total Loss,lr:,mask_rcnn/accuracy:,mask_rcnn/false_negative:,mask_rcnn/false_positive:,Precision,Recall,Recall,,Val,roi_head/num_bg_samples:,roi_head/num_fg_samples:,rpn/num_neg_anchors:,rpn/num_pos_anchors:,time:,total_loss:,,,Epoch,total_loss:,total_loss:,Val_loss:,,,Total Loss,,,,,,,iteration:,Total Loss,total_loss:,,,,,Epoch,Training Loss,Validation Loss,,,,,iteration:,Total Loss,,,,Epoch,Training Loss,,Validation Loss,,,,,Epoch,Training Loss,Validation Loss,,Epoch,Training,Validation
0.007797418,166.2687762,279,0.77734375,0.828125,0.1640625,,0.771686524,0.599563211,0.391619742,0.085840721,0.213510729,2.062220927,0.000997932,0.819286113,0.262767555,0.133687859,0.859715099,0.757158482,,,1.215741526,96,32,128,128,0.411391594,2.072911669,,,39,2.792454764,4.242454764,4.480343859,,0.206222093,2.062220927,1.011,0.015,,,,,39,2.821265236,2.792454764,,,,,39,2.792454764,4.480343859,,,,,39,2.821265236,2.914669368,,,39,2.747543038,2.792454764,4.647724246,4.480343859,,,,39,2.63480149,4.297904492,,6.933333333,2.636300086,4.322186445
0.007249979,158.8315126,299,0.77734375,0.78125,0.2109375,,0.792387635,0.600443304,0.401518688,0.083903547,0.208204083,2.086457256,0.001069289,0.815937899,0.269363164,0.123787417,0.868272766,0.751807887,,,1.209088479,96,32,128.5,127.5,0.413520734,2.070800759,,,39,2.799597159,4.249597159,4.493238051,,0.208645726,2.086457256,1.012,0.016,,,,,39,2.791124538,2.799597159,,,,,39,2.799597159,4.493238051,,,,,39,2.791124538,2.587525971,,,39,2.984834138,2.799597159,4.379983624,4.493238051,,,,39,2.881261143,4.260593168,,6.933333333,2.803862515,4.503279837
0.007115951,151.0702943,319,0.783203125,0.78125,0.203125,,0.736918241,0.564467013,0.382995084,0.066506859,0.206731863,1.95761906,0.001140646,0.827566964,0.281934437,0.109540114,0.88310822,0.745890869,,,1.219041515,96,32,128,128,0.404560485,1.97357095,,,59,2.877500646,4.327500646,4.56252006,,0.195761906,1.95761906,1.013,0.017,,,,,59,2.904515952,2.877500646,,,,,59,2.877500646,4.56252006,,,,,59,2.904515952,2.731681059,,,59,3.007147777,2.877500646,4.408688408,4.56252006,,,,59,3.041018714,4.697683386,,10.48888889,2.774481766,4.541026465
0.008109296,144.0380668,339,0.80078125,0.6953125,0.28125,,0.72913149,0.51552403,0.398162588,0.080913149,0.208993636,1.932724893,0.001212004,0.816914461,0.251246743,0.119001838,0.872849914,0.764785744,,,1.187163042,96,32,128,128,0.454940635,1.95293944,,,59,2.926506102,4.376506102,4.613049677,,0.193272489,1.932724893,1.014,0.018,,,,,59,2.900955737,2.926506102,,,,,59,2.926506102,4.613049677,,,,,59,2.900955737,2.269320205,,,59,2.777856027,2.926506102,4.539130756,4.613049677,,,,59,3.044110864,4.598569677,,10.48888889,3.052785754,4.43699531
0.006802848,135.8263741,359,0.79296875,0.703125,0.28125,,0.70176971,0.515370727,0.370477721,0.066604454,0.187165439,1.84138805,0.001283361,0.831861846,0.276590066,0.096927447,0.895641081,0.75047175,,,1.20537936,96,32,128,128,0.390920769,1.837601185,,,59,2.944143005,4.394143005,4.625193955,,0.184138805,1.84138805,1.015,0.019,,,,,59,2.918513432,2.944143005,,,,,59,2.944143005,4.625193955,,,,,59,2.918513432,2.494515017,,,59,2.749611571,2.944143005,4.522588439,4.625193955,,,,59,2.839389853,4.557409089,,10.48888889,2.988922892,4.683705597
0.00782817,128.0338371,379,0.814453125,0.625,0.359375,,0.68427828,0.472973749,0.35255231,0.055527341,0.17613858,1.741470259,0.001354718,0.851422991,0.253307608,0.090765361,0.903665376,0.770706444,,,1.19549596,96,32,128,128,0.437579661,1.736622673,,,59,2.81593062,4.26593062,4.488332536,,0.174147026,1.741470259,1.016,0.02,,,,,59,2.804104522,2.81593062,,,,,59,2.81593062,4.488332536,,,,,59,2.804104522,3.30429898,,,59,2.777522379,2.81593062,4.595770568,4.488332536,,,,59,2.589638198,4.442454299,,10.48888889,2.72689651,4.441168688
0.006322942,120.0317223,399,0.81640625,0.5859375,0.40625,,0.666083902,0.463971108,0.370283484,0.048248041,0.171746284,1.72033282,0.001426075,0.836784518,0.247589223,0.099617761,0.89361649,0.771675379,,,1.183991503,96,32,129,127,0.398290157,1.747968124,,,59,2.656213388,4.106213388,4.327052298,,0.172033282,1.72033282,1.017,0.021,,,,,59,2.663021266,2.656213388,,,,,59,2.656213388,4.327052298,,,,,59,2.663021266,2.144941147,,,59,2.635345758,2.656213388,4.132876065,4.327052298,,,,59,2.899395578,4.622170949,,10.48888889,2.769152913,4.379905186
0.007355598,112.1715904,419,0.8203125,0.5859375,0.40625,,0.649272233,0.468955055,0.337661237,0.045537176,0.168202534,1.669628235,0.001497432,0.853336256,0.271375502,0.086307735,0.908148473,0.758715511,,,1.211019493,96,32,129,127,0.428988596,1.680743989,,,59,2.669791736,4.119791736,4.338910811,,0.166962824,1.669628235,1.018,0.022,,,,,59,2.669156209,2.669791736,,,,,59,2.669791736,4.338910811,,,,,59,2.669156209,2.683572765,,,59,2.843097235,2.669791736,4.489994716,4.338910811,,,,59,2.552216968,4.056899824,,10.48888889,2.719373433,4.375141118
0.007600794,104.1469143,439,0.828125,0.59375,0.3984375,,0.631168634,0.44394365,0.33886975,0.038122345,0.174437732,1.62654211,0.001568789,0.853156888,0.247997456,0.094431451,0.900345491,0.77478411,,,1.195585795,96,32,128,128,0.398725089,1.629297378,,,79,2.792255573,4.242255573,4.46251264,,0.162654211,1.62654211,1.019,0.023,,,,,79,2.757632278,2.792255573,,,,,79,2.792255573,4.46251264,,,,,79,2.757632278,2.591433156,,,79,2.769941218,2.792255573,4.355916843,4.46251264,,,,79,3.032604693,4.470717034,,14.04444444,2.670860787,4.337201583
0.007909442,96.29350344,459,0.83203125,0.4921875,0.484375,,0.588860095,0.420390159,0.33583872,0.0396621,0.165925801,1.550676875,0.001640146,0.854731346,0.241611318,0.077870029,0.916502344,0.779620619,,,1.174212693,96,32,128,128,0.419439834,1.583289653,,,79,2.883770272,4.333770272,4.551513365,,0.155067688,1.550676875,1.02,0.024,,,,,79,2.900666527,2.883770272,,,,,79,2.883770272,4.551513365,,,,,79,2.900666527,2.426978661,,,79,3.043192855,2.883770272,4.574557825,4.551513365,,,,79,3.161815015,4.289356453,,14.04444444,2.872026331,4.418475635
0.00768256,88.32616045,479,0.8359375,0.5078125,0.4609375,,0.623567492,0.423573628,0.325736851,0.051395133,0.177611202,1.601884305,0.001711504,0.858368543,0.238186645,0.079921509,0.914822172,0.78278645,,,1.176476696,96,32,128.5,127.5,0.406683451,1.639154151,,,79,2.835284576,4.285284576,4.510463983,,0.160188431,1.601884305,1.021,0.025,,,,,79,2.840656586,2.835284576,,,,,79,2.835284576,4.510463983,,,,,79,2.840656586,2.319661689,,,79,2.688848434,2.835284576,4.648619969,4.510463983,,,,79,2.928937819,4.313971965,,14.04444444,2.709865945,4.685238436
