 epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,Total Loss,Total Val,,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,,,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
54,1.7349,3.5589,1.316,1.4087,6.6098,6.5798,,0.44863,0.39411,0.37674,0.19348,0.28018,0.20507,0.15191,0.0511,1.7783,3.4772,1.3243,,,1.4546,0.0089506,0.0089506,0.0089506
55,1.7586,3.5537,1.3399,1.4319,6.6522,6.6619,,0.47963,0.36766,0.38272,0.19913,0.28003,0.20527,0.15852,0.05522,1.7703,3.5643,1.3273,,,1.4664,0.0089308,0.0089308,0.0089308
56,1.7325,3.6033,1.316,1.4281,6.6518,6.7711,,0.53155,0.3355,0.37372,0.19027,0.32623,0.18892,0.15918,0.05379,1.804,3.6154,1.3517,,,1.5015,0.008911,0.008911,0.008911
57,1.8703,3.7988,1.3978,1.4546,7.0669,8.2418,,0.36928,0.26566,0.24582,0.11207,0.1486,0.10613,0.07786,0.02372,2.2252,4.2557,1.7609,,,1.6716,0.0088912,0.0088912,0.0088912
58,1.7031,3.6397,1.3482,1.3989,6.691,8.2418,,0.36928,0.26566,0.24582,0.11207,0.1486,0.10613,0.07786,0.02372,2.2252,4.2557,1.7609,,,1.6716,0.0088714,0.0088714,0.0088714
59,1.7283,3.5709,1.2754,1.3661,6.5746,6.7995,,0.46053,0.35449,0.361,0.17553,0.29624,0.17559,0.14441,0.04731,1.8446,3.6062,1.3487,,,1.4531,0.0088516,0.0088516,0.0088516
60,1.758,3.634,1.3112,1.3953,6.7032,6.7327,,0.5874,0.33269,0.37685,0.19048,0.34213,0.17416,0.17096,0.05992,1.8236,3.5665,1.3426,,,1.4604,0.0088318,0.0088318,0.0088318
61,1.7258,3.5879,1.2593,1.3903,6.573,6.4648,,0.5206,0.37642,0.40191,0.21507,0.28814,0.19603,0.16564,0.05867,1.7208,3.4834,1.2606,,,1.4218,0.008812,0.008812,0.008812
62,1.6947,3.6678,1.2637,1.3834,6.6262,6.4648,,0.5206,0.37642,0.40191,0.21507,0.28814,0.19603,0.16564,0.05867,1.7208,3.4834,1.2606,,,1.4218,0.0087922,0.0087922,0.0087922
63,1.7409,3.5526,1.2569,1.4083,6.5504,6.467,,0.53379,0.36625,0.3996,0.21015,0.27997,0.20396,0.15926,0.0547,1.7213,3.4871,1.2586,,,1.4363,0.0087724,0.0087724,0.0087724
64,1.7618,3.5672,1.2979,1.4159,6.6269,6.9129,,0.44441,0.33503,0.31931,0.16421,0.23151,0.18321,0.12346,0.03878,1.8326,3.6615,1.4188,,,1.5274,0.0087526,0.0087526,0.0087526
65,1.7138,3.5257,1.2391,1.3885,6.4786,6.7194,,0.55901,0.34236,0.39049,0.19696,0.3675,0.19273,0.18726,0.06335,1.8117,3.594,1.3137,,,1.4764,0.0087328,0.0087328,0.0087328
66,1.7525,3.6173,1.245,1.3829,6.6148,6.7194,,0.55901,0.34236,0.39049,0.19696,0.3675,0.19273,0.18726,0.06335,1.8117,3.594,1.3137,,,1.4764,0.008713,0.008713,0.008713
67,1.7437,3.5168,1.214,1.3641,6.4745,6.7703,,0.49493,0.35921,0.38329,0.19541,0.2851,0.20359,0.17211,0.06362,1.8276,3.6305,1.3122,,,1.4927,0.0086932,0.0086932,0.0086932
68,1.7638,3.5836,1.2222,1.3776,6.5696,6.7168,,0.50638,0.39369,0.40696,0.20843,0.30835,0.22488,0.18495,0.06563,1.7971,3.6364,1.2833,,,1.4772,0.0086734,0.0086734,0.0086734
69,1.7126,3.5437,1.2468,1.3844,6.5031,6.3509,,0.59434,0.37746,0.42367,0.22187,0.34708,0.2215,0.19434,0.06883,1.7188,3.3858,1.2463,,,1.4119,0.0086536,0.0086536,0.0086536
70,1.7348,3.5051,1.2562,1.3865,6.4961,6.3509,,0.59434,0.37746,0.42367,0.22187,0.34708,0.2215,0.19434,0.06883,1.7188,3.3858,1.2463,,,1.4119,0.0086338,0.0086338,0.0086338
71,1.7556,3.5427,1.2549,1.3789,6.5532,6.5053,,0.54031,0.37216,0.4094,0.20968,0.34986,0.19558,0.17849,0.06092,1.7772,3.4282,1.2999,,,1.4291,0.008614,0.008614,0.008614
72,1.7418,3.5383,1.2154,1.3607,6.4955,6.3977,,0.54481,0.38772,0.4196,0.21609,0.3265,0.23205,0.19851,0.06824,1.7036,3.3894,1.3047,,,1.4151,0.0085942,0.0085942,0.0085942
73,1.6775,3.409,1.2129,1.3763,6.2994,6.006,,0.59224,0.4481,0.47644,0.2611,0.35014,0.27107,0.22244,0.08423,1.5978,3.234,1.1742,,,1.3464,0.0085744,0.0085744,0.0085744
74,1.6446,3.2596,1.1936,1.3368,6.0978,6.006,,0.59224,0.4481,0.47644,0.2611,0.35014,0.27107,0.22244,0.08423,1.5978,3.234,1.1742,,,1.3464,0.0085546,0.0085546,0.0085546
75,1.62,3.308,1.141,1.3084,6.069,6.0118,,0.62192,0.41585,0.46862,0.25493,0.42184,0.26528,0.23647,0.08829,1.5924,3.2556,1.1638,,,1.3436,0.0085348,0.0085348,0.0085348
76,1.7129,3.4417,1.2105,1.376,6.3651,5.9552,,0.59453,0.4374,0.47467,0.25783,0.37623,0.27842,0.23307,0.08645,1.6109,3.2036,1.1407,,,1.3717,0.008515,0.008515,0.008515
77,1.6792,3.4228,1.1736,1.3642,6.2756,5.9792,,0.61127,0.43742,0.48439,0.26708,0.39644,0.27684,0.2418,0.0911,1.6118,3.2197,1.1477,,,1.3511,0.0084952,0.0084952,0.0084952
78,1.6631,3.3742,1.155,1.337,6.1923,5.9792,,0.61127,0.43742,0.48439,0.26708,0.39644,0.27684,0.2418,0.0911,1.6118,3.2197,1.1477,,,1.3511,0.0084754,0.0084754,0.0084754
79,1.6279,3.3541,1.1589,1.3249,6.1409,6.0805,,0.57956,0.41564,0.46443,0.2534,0.36545,0.27152,0.24101,0.08962,1.6715,3.2297,1.1793,,,1.381,0.0084556,0.0084556,0.0084556
80,1.7103,3.467,1.1948,1.3511,6.3721,5.798,,0.63744,0.42925,0.49119,0.27996,0.43882,0.29527,0.25493,0.0993,1.5615,3.1077,1.1288,,,1.3276,0.0084358,0.0084358,0.0084358
81,1.7243,3.5503,1.1971,1.3764,6.4717,6.0583,,0.6229,0.41967,0.46806,0.25228,0.41175,0.27277,0.2427,0.0892,1.6426,3.2524,1.1633,,,1.3722,0.008416,0.008416,0.008416
82,1.6596,3.3498,1.1739,1.362,6.1833,6.0583,,0.6229,0.41967,0.46806,0.25228,0.41175,0.27277,0.2427,0.0892,1.6426,3.2524,1.1633,,,1.3722,0.0083962,0.0083962,0.0083962
83,1.615,3.3151,1.1312,1.35,6.0613,5.7901,,0.61801,0.44894,0.49212,0.27641,0.40938,0.28644,0.23474,0.09421,1.5538,3.1259,1.1104,,,1.3409,0.0083764,0.0083764,0.0083764
84,1.6312,3.3203,1.1124,1.3192,6.0639,5.8304,,0.62485,0.43248,0.49086,0.278,0.45034,0.30119,0.26511,0.09814,1.5914,3.1295,1.1095,,,1.3385,0.0083566,0.0083566,0.0083566
85,1.6277,3.3448,1.1392,1.3313,6.1117,5.7107,,0.6276,0.44298,0.50541,0.2898,0.39679,0.27956,0.242,0.09799,1.538,3.0989,1.0738,,,1.313,0.0083368,0.0083368,0.0083368
86,1.5796,3.3557,1.0939,1.2989,6.0292,5.7107,,0.6276,0.44298,0.50541,0.2898,0.39679,0.27956,0.242,0.09799,1.538,3.0989,1.0738,,,1.313,0.008317,0.008317,0.008317
87,1.6941,3.4202,1.1587,1.3242,6.273,6.1138,,0.54954,0.41728,0.45229,0.23928,0.41246,0.27123,0.25847,0.09362,1.7097,3.2041,1.2,,,1.3862,0.0082972,0.0082972,0.0082972
88,1.7116,3.4666,1.2035,1.3718,6.3817,6.1071,,0.63887,0.41815,0.46851,0.2562,0.39221,0.28328,0.24386,0.09034,1.6658,3.2664,1.1749,,,1.3867,0.0082774,0.0082774,0.0082774
89,1.5663,3.2134,1.1123,1.3167,5.892,5.9249,,0.62698,0.43973,0.49591,0.27325,0.40036,0.26107,0.24305,0.09185,1.6273,3.1873,1.1103,,,1.3478,0.0082576,0.0082576,0.0082576
90,1.5692,3.2881,1.0882,1.2813,5.9455,5.9249,,0.62698,0.43973,0.49591,0.27325,0.40036,0.26107,0.24305,0.09185,1.6273,3.1873,1.1103,,,1.3478,0.0082378,0.0082378,0.0082378
91,1.5962,3.3093,1.1134,1.3,6.0189,5.8896,,0.59922,0.45341,0.48841,0.26707,0.38089,0.28769,0.24119,0.09146,1.625,3.1472,1.1174,,,1.3417,0.008218,0.008218,0.008218
92,1.657,3.4259,1.1449,1.3254,6.2278,6.0602,,0.55868,0.44315,0.45449,0.24404,0.34686,0.2733,0.21853,0.07784,1.6945,3.2032,1.1625,,,1.3803,0.0081982,0.0081982,0.0081982
93,1.5654,3.2321,1.1163,1.302,5.9138,5.6673,,0.66661,0.44477,0.51436,0.29897,0.46147,0.31929,0.28926,0.1122,1.5265,3.0322,1.1086,,,1.318,0.0081784,0.0081784,0.0081784
94,1.5644,3.3709,1.1218,1.313,6.0571,5.6673,,0.66661,0.44477,0.51436,0.29897,0.46147,0.31929,0.28926,0.1122,1.5265,3.0322,1.1086,,,1.318,0.0081586,0.0081586,0.0081586
95,1.661,3.4265,1.1814,1.3562,6.2689,5.9522,,0.57545,0.44089,0.47357,0.26566,0.37497,0.29221,0.25073,0.09328,1.6089,3.1682,1.1751,,,1.3683,0.0081388,0.0081388,0.0081388
96,1.6709,3.4373,1.1498,1.3185,6.258,5.92,,0.59852,0.43418,0.48737,0.26287,0.37626,0.27581,0.24507,0.09015,1.6248,3.1727,1.1225,,,1.3609,0.008119,0.008119,0.008119
97,1.5666,3.1798,1.0762,1.3,5.8226,5.5381,,0.63391,0.4858,0.52846,0.3019,0.50952,0.30622,0.29575,0.11754,1.5026,2.9861,1.0494,,,1.3037,0.0080992,0.0080992,0.0080992
98,1.5245,3.2354,1.0742,1.2616,5.8341,5.5381,,0.63391,0.4858,0.52846,0.3019,0.50952,0.30622,0.29575,0.11754,1.5026,2.9861,1.0494,,,1.3037,0.0080794,0.0080794,0.0080794
99,1.5053,3.0767,1.038,1.2778,5.62,5.6878,,0.68603,0.45129,0.51466,0.28903,0.48421,0.29893,0.28306,0.10636,1.5596,3.0542,1.074,,,1.3295,0.0080596,0.0080596,0.0080596
100,1.4575,3.0316,1.0229,1.2816,5.512,5.843,,0.64504,0.46265,0.50672,0.27938,0.40339,0.30019,0.26461,0.09957,1.5856,3.1625,1.0949,,,1.3569,0.0080398,0.0080398,0.0080398
101,1.5933,3.2701,1.0538,1.2884,5.9172,5.5419,,0.65285,0.47931,0.53984,0.30631,0.43178,0.30695,0.28999,0.11114,1.5203,2.9965,1.0251,,,1.303,0.00802,0.00802,0.00802
102,1.6002,3.1905,1.0858,1.2981,5.8765,5.5419,,0.65285,0.47931,0.53984,0.30631,0.43178,0.30695,0.28999,0.11114,1.5203,2.9965,1.0251,,,1.303,0.0080002,0.0080002,0.0080002
103,1.5463,3.2197,1.0648,1.2914,5.8308,5.6719,,0.60542,0.47053,0.51355,0.28737,0.40669,0.29877,0.26364,0.1021,1.5659,3.0223,1.0837,,,1.33,0.0079804,0.0079804,0.0079804
104,1.5613,3.2249,1.0742,1.311,5.8604,5.6053,,0.60587,0.46903,0.52336,0.29871,0.41261,0.30145,0.26344,0.10069,1.5314,3.0202,1.0537,,,1.3111,0.0079606,0.0079606,0.0079606
105,1.4727,3.1526,1.0127,1.2642,5.638,5.5299,,0.61465,0.47709,0.53641,0.31013,0.38717,0.30891,0.27317,0.1107,1.4925,3.0061,1.0313,,,1.2938,0.0079408,0.0079408,0.0079408
106,1.5034,3.1858,1.035,1.2786,5.7242,5.5299,,0.61465,0.47709,0.53641,0.31013,0.38717,0.30891,0.27317,0.1107,1.4925,3.0061,1.0313,,,1.2938,0.007921,0.007921,0.007921
107,1.523,3.2141,1.05,1.274,5.7871,5.9692,,0.58759,0.44775,0.48991,0.26568,0.35518,0.27666,0.22685,0.08446,1.6176,3.1971,1.1545,,,1.3584,0.0079012,0.0079012,0.0079012
108,1.4661,3.032,1.017,1.2761,5.5151,5.3785,,0.65843,0.49014,0.55873,0.32677,0.44931,0.31329,0.29446,0.12055,1.4682,2.9156,0.9947,,,1.2835,0.0078814,0.0078814,0.0078814
109,1.4785,3.1351,1.0454,1.2735,5.659,5.30083,,0.70308,0.48019,0.56343,0.33241,0.49567,0.322,0.31357,0.12849,1.4456,2.8681,0.98713,,,1.2754,0.0078616,0.0078616,0.0078616
110,1.4584,3.0637,0.99997,1.2721,5.52207,5.30083,,0.70308,0.48019,0.56343,0.33241,0.49567,0.322,0.31357,0.12849,1.4456,2.8681,0.98713,,,1.2754,0.0078418,0.0078418,0.0078418
111,1.5348,3.1326,1.0366,1.2784,5.704,5.7691,,0.60576,0.45526,0.51521,0.28366,0.37475,0.28301,0.25912,0.09829,1.603,3.0972,1.0689,,,1.3524,0.007822,0.007822,0.007822
112,1.5345,3.1061,1.0311,1.2612,5.6717,5.37922,,0.6704,0.48827,0.55553,0.32016,0.48737,0.32367,0.30305,0.12488,1.4752,2.9091,0.99492,,,1.2836,0.0078022,0.0078022,0.0078022
113,1.5173,3.1359,1.0373,1.2583,5.6905,5.595,,0.60775,0.47125,0.51341,0.28555,0.41551,0.29845,0.26429,0.10128,1.533,2.9946,1.0674,,,1.3017,0.0077824,0.0077824,0.0077824
114,1.5846,3.2684,1.091,1.2567,5.944,5.595,,0.60775,0.47125,0.51341,0.28555,0.41551,0.29845,0.26429,0.10128,1.533,2.9946,1.0674,,,1.3017,0.0077626,0.0077626,0.0077626
115,1.4417,3.0733,0.98143,1.2325,5.49643,5.7147,,0.64936,0.45295,0.50864,0.28391,0.43757,0.29412,0.25916,0.09964,1.5555,3.0795,1.0797,,,1.3142,0.0077428,0.0077428,0.0077428
116,1.5869,3.1842,1.071,1.3034,5.8421,5.28245,,0.68872,0.4689,0.55488,0.32446,0.50209,0.32894,0.31687,0.13166,1.4545,2.8291,0.99885,,,1.2651,0.007723,0.007723,0.007723
117,1.5197,3.2584,1.0261,1.2676,5.8042,5.6737,,0.65467,0.44441,0.51973,0.29752,0.47223,0.29151,0.27943,0.11417,1.5784,3.019,1.0763,,,1.3241,0.0077032,0.0077032,0.0077032
118,1.5525,3.2017,1.0651,1.2781,5.8193,5.6737,,0.65467,0.44441,0.51973,0.29752,0.47223,0.29151,0.27943,0.11417,1.5784,3.019,1.0763,,,1.3241,0.0076834,0.0076834,0.0076834
119,1.4581,2.9888,0.97362,1.2373,5.42052,5.2065,,0.66309,0.49341,0.57358,0.34005,0.48197,0.34841,0.32439,0.1337,1.4495,2.7814,0.9756,,,1.2516,0.0076636,0.0076636,0.0076636
120,1.4889,3.1192,1.0078,1.2462,5.6159,9.0017,,0.30069,0.21194,0.18154,0.0702,0.12806,0.09115,0.05554,0.01466,2.4649,4.4353,2.1015,,,1.8015,0.0076438,0.0076438,0.0076438
121,1.4952,3.0467,0.98641,1.26,5.52831,5.25851,,0.67864,0.50293,0.57465,0.34068,0.56198,0.31733,0.32214,0.13431,1.4621,2.8335,0.96291,,,1.2714,0.007624,0.007624,0.007624
122,1.4195,2.9682,0.94466,1.23,5.33236,5.25851,,0.67864,0.50293,0.57465,0.34068,0.56198,0.31733,0.32214,0.13431,1.4621,2.8335,0.96291,,,1.2714,0.0076042,0.0076042,0.0076042
123,1.4359,3.034,0.97028,1.2343,5.44018,5.4202,,0.67423,0.48959,0.55865,0.32583,0.5315,0.31012,0.31585,0.12617,1.5085,2.9105,1.0012,,,1.2882,0.0075844,0.0075844,0.0075844
124,1.3893,2.9138,0.93231,1.2183,5.23541,5.28667,,0.67323,0.51267,0.57382,0.33226,0.47224,0.3469,0.31888,0.12895,1.4762,2.8341,0.97637,,,1.2761,0.0075646,0.0075646,0.0075646
125,1.5051,3.0034,1.0059,1.2621,5.5144,5.37861,,0.65012,0.50458,0.56424,0.32345,0.48605,0.33757,0.32465,0.132,1.5118,2.8785,0.98831,,,1.2906,0.0075448,0.0075448,0.0075448
126,1.4989,3.1139,0.97457,1.2429,5.58737,5.37861,,0.65012,0.50458,0.56424,0.32345,0.48605,0.33757,0.32465,0.132,1.5118,2.8785,0.98831,,,1.2906,0.007525,0.007525,0.007525
127,1.4506,2.9276,0.94981,1.2423,5.32801,5.23381,,0.70403,0.50112,0.58326,0.33413,0.52316,0.34829,0.33926,0.1373,1.4668,2.8125,0.95451,,,1.2791,0.0075052,0.0075052,0.0075052
128,1.4699,3.0377,0.97632,1.2581,5.48392,5.21674,,0.7374,0.4905,0.58369,0.33453,0.50582,0.34404,0.32934,0.13715,1.4788,2.783,0.95494,,,1.2779,0.0074854,0.0074854,0.0074854
129,1.4767,3.0888,0.97218,1.243,5.53768,5.08468,,0.69368,0.52737,0.60094,0.35574,0.52004,0.37451,0.36465,0.14825,1.4285,2.7365,0.91968,,,1.2488,0.0074656,0.0074656,0.0074656
130,1.4695,3.0731,0.965,1.2422,5.5076,5.08468,,0.69368,0.52737,0.60094,0.35574,0.52004,0.37451,0.36465,0.14825,1.4285,2.7365,0.91968,,,1.2488,0.0074458,0.0074458,0.0074458
131,1.3828,2.8757,0.93524,1.2278,5.19374,5.04325,,0.73924,0.51147,0.59947,0.35838,0.52093,0.36539,0.34991,0.14266,1.4101,2.716,0.91715,,,1.2408,0.007426,0.007426,0.007426
132,1.4277,2.9461,0.94671,1.2081,5.32051,4.99714,,0.76465,0.51136,0.60803,0.36465,0.53717,0.37722,0.36181,0.15097,1.4032,2.6833,0.91064,,,1.2314,0.0074062,0.0074062,0.0074062
133,1.4749,3.1616,0.97274,1.2121,5.60924,5.9921,,0.60027,0.44778,0.48811,0.25936,0.36546,0.27262,0.23779,0.08896,1.6956,3.1818,1.1147,,,1.3814,0.0073864,0.0073864,0.0073864
134,1.4195,3.019,0.94192,1.2074,5.38042,5.9921,,0.60027,0.44778,0.48811,0.25936,0.36546,0.27262,0.23779,0.08896,1.6956,3.1818,1.1147,,,1.3814,0.0073666,0.0073666,0.0073666
